City_ID,City,Country,Date,Lat,Lng,Max Temp (C),Humidity (%),Cloudiness (%),Wind Speed (mph)
262,Cardoso,BR,2023-03-09 21:03:47,-20.0819,-49.9142,25.39,80,57,1.93
263,Aquiraz,BR,2023-03-09 21:03:47,-3.9014,-38.3911,28.05,81,92,4.78
264,Mt. Pleasant,US,2023-03-09 21:03:47,32.7941,-79.8626,20.73,51,0,3.09
265,Kedrovyy,RU,2023-03-09 21:03:48,56.1667,91.8167,-21.77,100,100,1.34
266,Coquimbo,CL,2023-03-09 20:58:59,-29.9533,-71.3436,21.85,68,0,4.12
267,Ola,RU,2023-03-09 21:03:48,59.5833,151.2833,-23.88,94,33,2.84
268,Mayo,US,2023-03-09 21:03:48,38.8876,-76.5119,13.95,42,0,4.63
269,Chernyshevskiy,RU,2023-03-09 21:03:48,63.0128,112.4714,-12.5,96,100,2.26
270,San Ignacio,BZ,2023-03-09 21:03:03,17.1561,-89.0714,34.08,40,20,3.09
271,Bambous Virieux,MU,2023-03-09 21:03:48,-20.3428,57.7575,25.68,85,100,4.54
272,Klaksvík,FO,2023-03-09 21:03:48,62.2266,-6.589,-1.49,59,100,6.79
273,Sunrise Manor,US,2023-03-09 21:03:48,36.2111,-115.0731,18.26,18,0,3.6
274,Port-Gentil,GA,2023-03-09 21:01:06,-0.7193,8.7815,26.98,94,20,3.09
275,Naze,JP,2023-03-09 21:03:49,28.3667,129.4833,14.51,78,11,3.21
276,Fort-Shevchenko,KZ,2023-03-09 21:03:49,44.5086,50.263,8.31,92,100,6.14
277,Dingle,PH,2023-03-09 21:03:49,10.9995,122.6711,23.23,91,0,2.75
278,Oranjemund,NA,2023-03-09 21:03:49,-28.55,16.4333,17.14,84,0,3.47
279,Mount Isa,AU,2023-03-09 21:03:49,-20.7333,139.5,19.87,100,75,4.63
280,Hualmay,PE,2023-03-09 21:03:49,-11.0964,-77.6139,25.67,69,81,4.11
281,Launceston,AU,2023-03-09 21:03:49,-41.45,147.1667,13.78,87,100,4.12
282,Port Shepstone,ZA,2023-03-09 21:03:49,-30.7414,30.455,23.53,86,23,2.66
283,Meulaboh,ID,2023-03-09 21:03:50,4.1363,96.1285,23.91,90,86,1.88
284,Beni Mazar,EG,2023-03-09 21:03:50,28.4962,30.8029,19.18,25,0,2.09
285,Saint-Augustin,CA,2023-03-09 21:03:50,51.226,-58.6502,0.81,70,99,7.3
286,Kaitangata,NZ,2023-03-09 21:03:50,-46.2817,169.8464,13.19,77,12,2.06
287,Tigil',RU,2023-03-09 21:03:50,57.8,158.6667,-25.06,100,100,1.56
288,Yangi Marg`ilon,UZ,2023-03-09 21:03:50,40.4272,71.7189,10.4,87,94,1.03
289,Cidreira,BR,2023-03-09 21:03:50,-30.1811,-50.2056,26.09,79,3,3.83
290,Llallagua,BO,2023-03-09 21:03:50,-18.4167,-66.6333,11.01,61,91,5.63
291,Ostrovnoy,RU,2023-03-09 21:03:50,68.0531,39.5131,-14.99,97,100,3.95
292,Namtsy,RU,2023-03-09 21:03:51,62.7161,129.6658,-18.82,97,99,3.29
293,Inírida,CO,2023-03-09 21:03:51,3.8653,-67.9239,27.25,88,97,0.74
294,Yar-Sale,RU,2023-03-09 21:03:51,66.8333,70.8333,-15.27,91,100,8.59
295,Kandrian,PG,2023-03-09 21:03:51,-6.2167,149.55,25.52,87,96,2.68
296,Bengkulu,ID,2023-03-09 21:03:51,-3.8004,102.2655,23.44,91,46,1.88
297,Assiut,EG,2023-03-09 21:03:51,27.181,31.1837,19.7,24,0,3.16
298,Ucluelet,CA,2023-03-09 21:03:51,48.9329,-125.5528,9.49,63,100,0.45
299,Fort Morgan,US,2023-03-09 21:03:51,40.2503,-103.8,11.36,24,40,6.69
300,Altagracia de Orituco,VE,2023-03-09 21:03:54,9.8601,-66.3814,28.54,55,100,4.04
301,‘Āhuimanu,US,2023-03-09 21:03:54,21.4447,-157.8378,25.84,45,20,7.2
302,Shingū,JP,2023-03-09 21:03:54,33.7333,135.9833,13.03,87,100,2.45
303,Huarmey,PE,2023-03-09 21:03:54,-10.0681,-78.1522,25.74,71,100,3.21
304,Uyemskiy,RU,2023-03-09 21:03:54,64.4743,40.8524,-13.97,85,0,3.0
305,Kushmurun,KZ,2023-03-09 21:03:54,52.4503,64.6311,-10.21,90,98,5.18
306,Roald,NO,2023-03-09 21:03:54,62.5833,6.1333,-4.03,68,0,4.63
307,Numan,NG,2023-03-09 21:03:55,9.4667,12.0333,31.07,12,100,2.03
308,Zabul Province,AF,2023-03-09 21:03:55,32.25,67.25,12.41,39,100,2.61
309,Saint-Leu,RE,2023-03-09 21:03:55,-21.15,55.2833,24.46,97,92,2.2
310,Fuling,CN,2023-03-09 21:03:55,29.7022,107.3919,18.19,69,100,1.47
311,Rancho Palos Verdes,US,2023-03-09 21:03:55,33.7445,-118.387,21.54,63,40,5.14
312,Hambantota,LK,2023-03-09 21:03:55,6.1241,81.1185,25.43,80,100,6.43
313,Sørland,NO,2023-03-09 21:03:56,67.667,12.6934,-1.08,69,100,9.5
314,Kemijärvi,FI,2023-03-09 21:00:14,66.7131,27.4306,-11.28,92,100,4.07
315,Tacoronte,ES,2023-03-09 21:03:56,28.4769,-16.4102,16.75,66,0,2.68
316,Dandong,CN,2023-03-09 21:03:56,40.1292,124.3947,2.76,85,6,0.97
317,Cap Malheureux,MU,2023-03-09 21:03:56,-19.9842,57.6142,25.82,89,100,0.45
318,Nador,MA,2023-03-09 21:00:33,35.174,-2.9287,19.14,68,0,5.66
319,Les Cayes,HT,2023-03-09 21:03:56,18.2,-73.75,28.7,46,15,0.56
320,Brigantine,US,2023-03-09 21:03:56,39.4101,-74.3646,12.89,60,0,7.2
321,Vitim,RU,2023-03-09 21:03:56,59.4511,112.5578,-16.94,86,84,4.03
322,Orlik,RU,2023-03-09 21:02:41,52.5178,99.825,-18.94,91,100,1.68
323,Portel,BR,2023-03-09 21:03:57,-1.9356,-50.8211,25.41,94,93,1.69
324,Korla,CN,2023-03-09 21:03:57,41.7597,86.1469,9.67,41,100,7.29
325,Teacapan,MX,2023-03-09 21:03:57,22.55,-105.75,24.8,48,54,4.52
326,Katobu,ID,2023-03-09 21:03:57,-4.9408,122.5276,23.82,93,19,1.29
327,Mana,GF,2023-03-09 21:03:57,5.6592,-53.7767,25.83,75,71,4.26
328,Santa Cruz del Norte,CU,2023-03-09 21:03:57,23.1539,-81.9236,25.11,69,93,8.45
329,Saint-Raymond,CA,2023-03-09 21:03:57,45.467,-73.6095,2.73,66,100,2.63
330,Angoram,PG,2023-03-09 21:03:58,-4.0625,144.0661,23.37,98,98,0.56
331,Mingora,PK,2023-03-09 21:03:58,34.7758,72.3625,13.59,34,88,3.32
332,Nueva Italia,PY,2023-03-09 21:01:42,-25.6167,-57.5,27.57,67,63,2.03
333,Petrozavodsk,RU,2023-03-09 20:59:56,61.7849,34.3469,-12.3,79,33,3.0
334,Kenai,US,2023-03-09 21:03:58,60.5544,-151.2583,4.05,69,0,1.54
335,Krasnorechenskiy,RU,2023-03-09 21:03:58,44.6265,135.3532,-7.43,97,100,1.34
336,Fare,PF,2023-03-09 21:03:58,-16.7,-151.0167,28.25,72,100,5.34
337,Katherine,AU,2023-03-09 21:03:58,-14.4667,132.2667,21.18,94,97,0.0
338,Bokoro,TD,2023-03-09 21:03:59,12.3807,17.0568,30.71,11,48,5.99
339,Açu,BR,2023-03-09 21:03:59,-5.5767,-36.9086,30.32,53,100,3.86
340,Port Lincoln,AU,2023-03-09 21:03:59,-34.7333,135.8667,16.38,81,73,2.66
341,Kresttsy,RU,2023-03-09 21:03:59,58.2452,32.5165,-11.59,99,98,1.57
342,Tilichiki,RU,2023-03-09 21:03:59,60.4667,166.1,-12.88,89,94,2.51
343,Pochutla,MX,2023-03-09 21:03:59,15.7432,-96.4661,31.01,45,23,3.77
344,Arona,ES,2023-03-09 21:03:59,28.0996,-16.681,16.51,71,20,3.09
345,Binzhou,CN,2023-03-09 21:00:36,37.3667,118.0167,14.05,19,17,4.57
346,Paamiut,GL,2023-03-09 21:04:00,61.994,-49.6678,-4.65,75,100,5.04
347,Halifax,CA,2023-03-09 21:00:24,44.6453,-63.5724,2.47,71,74,3.58
348,Zyryanka,RU,2023-03-09 21:04:00,65.75,150.85,-34.57,96,11,3.29
349,Merrill,US,2023-03-09 21:04:00,45.1805,-89.6835,2.67,50,100,6.17
350,Nang Rong,TH,2023-03-09 21:04:01,14.6377,102.7914,20.5,64,0,2.79
351,Inhambane,MZ,2023-03-09 21:04:01,-23.865,35.3833,24.88,93,21,3.69
352,Neiafu,TO,2023-03-09 21:04:01,-18.65,-173.9833,29.38,70,40,4.12
353,Saint-Joseph,RE,2023-03-09 21:04:02,-21.3667,55.6167,24.15,88,99,4.39
354,Baykit,RU,2023-03-09 21:04:02,61.67,96.37,-20.07,91,90,3.65
355,Luba,GQ,2023-03-09 21:04:02,3.4568,8.5547,27.21,84,25,1.5
356,Kavaratti,IN,2023-03-09 21:04:02,10.5669,72.642,27.39,68,74,2.73
357,Laguna,US,2023-03-09 21:04:03,38.421,-121.4238,13.36,65,100,6.17
358,Leshukonskoye,RU,2023-03-09 21:04:03,64.8989,45.7622,-8.31,93,100,3.36
359,Nanortalik,GL,2023-03-09 21:04:03,60.1432,-45.2371,-1.86,75,100,3.85
360,Ambon City,ID,2023-03-09 21:02:45,-3.6954,128.1814,25.08,94,40,3.09
361,Fairbanks,US,2023-03-09 21:04:03,64.8378,-147.7164,-3.0,89,100,5.14
362,Tondano,ID,2023-03-09 21:04:04,1.3038,124.9112,19.05,94,9,0.47
363,Port Pirie,AU,2023-03-09 21:04:04,-33.1833,138.0167,15.87,70,0,2.64
364,Sítio Novo do Tocantins,BR,2023-03-09 21:04:04,-5.5183,-47.4611,25.91,88,94,1.16
365,Birin,NP,2023-03-09 21:04:04,26.8865,88.0718,12.65,42,0,2.72
366,Lavrentiya,RU,2023-03-09 21:04:04,65.5833,-171.0,-17.32,86,31,1.88
367,Camacha,PT,2023-03-09 21:04:04,33.0833,-16.3333,16.68,88,20,2.06
368,Banda Aceh,ID,2023-03-09 21:04:05,5.5577,95.3222,25.54,77,84,3.65
369,Boguchany,RU,2023-03-09 21:02:58,58.3814,97.4531,-23.66,97,24,2.72
370,Sokur,RU,2023-03-09 21:04:05,55.2093,83.319,-8.8,97,61,3.33
371,Mareeba,AU,2023-03-09 21:04:05,-17.0,145.4333,23.02,94,7,1.08
372,Dzaoudzi,YT,2023-03-09 21:04:05,-12.7887,45.2699,26.94,78,75,1.54
373,Pryazha,RU,2023-03-09 21:04:05,61.6926,33.6216,-18.96,99,65,1.82
374,Salalah,OM,2023-03-09 21:00:43,17.0151,54.0924,23.12,75,4,0.41
375,Laas,IT,2023-03-09 21:04:05,46.6166,10.7002,5.76,86,80,0.81
376,Lexington,US,2023-03-09 21:01:56,37.9887,-84.4777,16.94,34,73,2.24
377,Nālūt,LY,2023-03-09 21:04:05,30.3333,10.85,20.29,35,0,3.27
378,Cherskiy,RU,2023-03-09 21:04:06,68.75,161.3,-22.15,98,100,0.96
379,Port Elizabeth,ZA,2023-03-09 21:04:06,-33.918,25.5701,18.51,90,0,1.34
380,Anderson,US,2023-03-09 21:04:06,34.5334,-82.6499,18.42,32,100,3.09
381,Palmerston,AU,2023-03-09 21:04:06,-12.486,130.9833,23.99,94,20,1.54
382,Iquitos,PE,2023-03-09 21:00:12,-3.7481,-73.2472,28.14,74,98,1.33
383,Dargaville,NZ,2023-03-09 21:04:06,-35.9333,173.8833,19.13,94,100,4.27
384,Nichinan,JP,2023-03-09 21:04:06,31.6,131.3667,12.28,83,0,2.49
385,Pimentel,PE,2023-03-09 21:04:06,-6.8367,-79.9342,25.92,79,100,6.56
386,Nelson Bay,AU,2023-03-09 21:04:07,-32.7167,152.15,22.78,80,100,6.71
387,Nemuro,JP,2023-03-09 21:04:07,43.3236,145.575,-0.19,93,100,4.82
388,Baytown,US,2023-03-09 21:04:03,29.7355,-94.9774,30.63,62,38,5.17
389,Promissão,BR,2023-03-09 21:01:04,-21.5367,-49.8581,25.26,81,25,2.51
390,Ascension,US,2023-03-09 21:04:07,30.2169,-90.9001,30.6,53,40,3.6
391,Östersund,SE,2023-03-09 21:00:14,63.1792,14.6357,-11.75,92,0,3.6
392,Shizuishan,CN,2023-03-09 21:04:07,39.2333,106.7694,10.25,21,0,4.99
393,Palu,ID,2023-03-09 21:04:07,-0.8917,119.8707,23.43,95,73,1.05
394,Half Moon Bay,US,2023-03-09 21:04:07,37.4636,-122.4286,10.55,87,100,11.32
395,Peniche,PT,2023-03-09 21:04:07,39.3558,-9.3811,15.72,96,90,4.82
396,Cairns,AU,2023-03-09 21:04:08,-16.9167,145.7667,25.59,96,2,0.51
397,Ouidah,BJ,2023-03-09 21:04:08,6.3631,2.0851,27.72,78,34,2.56
398,Pozo Colorado,PY,2023-03-09 21:04:08,-23.4923,-58.7972,29.91,73,11,2.27
399,Bud,US,2023-03-09 21:04:08,39.447,-86.1758,12.08,44,100,5.81
400,Lorengau,PG,2023-03-09 21:04:09,-2.0226,147.2712,27.38,77,97,1.14
401,Esim,GH,2023-03-09 21:04:09,4.8699,-2.2405,26.95,85,68,1.25
402,Weligama,LK,2023-03-09 21:00:40,5.9667,80.4167,23.96,85,100,3.56
403,Gladstone,AU,2023-03-09 21:04:10,-23.85,151.25,24.32,83,19,2.57
404,Sept-Îles,CA,2023-03-09 21:04:10,50.2001,-66.3821,2.81,71,99,4.92
405,Hailar,CN,2023-03-09 21:04:10,49.2,119.7,-4.95,94,100,4.01
406,Isangel,VU,2023-03-09 21:04:10,-19.55,169.2667,26.4,60,0,4.03
407,Pacific Grove,US,2023-03-09 21:04:10,36.6177,-121.9166,10.57,88,100,7.6
408,Ahipara,NZ,2023-03-09 21:04:10,-35.1667,173.1667,19.92,96,100,6.47
409,Vila Real,PT,2023-03-09 21:00:09,41.3006,-7.7441,11.18,85,100,5.01
410,San Quintín,MX,2023-03-09 21:04:11,30.4833,-115.95,16.5,60,35,6.17
411,Nanchang,CN,2023-03-09 21:01:34,28.6833,115.8833,15.86,64,11,1.38
412,Senneterre,CA,2023-03-09 21:04:11,48.3835,-77.2328,-4.27,91,100,3.75
413,Guiratinga,BR,2023-03-09 21:04:11,-16.3494,-53.7583,25.62,80,97,0.32
414,Concarneau,FR,2023-03-09 21:04:11,47.875,-3.9225,11.44,82,100,14.24
415,Bagé,BR,2023-03-09 21:04:11,-31.3314,-54.1069,26.88,65,20,10.8
416,Quelimane,MZ,2023-03-09 21:04:12,-17.8786,36.8883,25.69,81,100,4.71
417,Dārāb,IR,2023-03-09 21:01:35,28.7519,54.5444,18.28,34,100,2.48
418,Makarska,HR,2023-03-09 21:04:12,43.2969,17.0178,13.55,85,100,4.29
419,Vardø,NO,2023-03-09 21:04:12,70.3705,31.1107,-8.01,73,40,7.2
420,Snezhnogorsk,RU,2023-03-09 21:04:12,69.1933,33.2531,-11.12,95,100,2.55
421,Voh,NC,2023-03-09 21:04:12,-20.9667,164.7,26.51,67,6,1.75
422,Eureka,US,2023-03-09 21:04:12,40.8021,-124.1637,12.34,89,100,5.79
423,Bontang,ID,2023-03-09 21:04:12,0.1333,117.5,24.62,88,65,1.99
424,Karaman Province,TR,2023-03-09 20:56:10,37.0833,33.25,7.79,59,87,2.39
425,Talnakh,RU,2023-03-09 21:04:13,69.4865,88.3972,-22.91,97,100,5.98
426,Danielskuil,ZA,2023-03-09 21:04:13,-28.1887,23.5395,17.58,20,0,1.97
427,Poplar Bluff,US,2023-03-09 21:04:13,36.757,-90.3929,8.88,87,100,0.0
428,Jodhpur,IN,2023-03-09 21:00:30,26.2867,73.03,22.34,24,0,2.45
429,Alto Araguaia,BR,2023-03-09 21:04:13,-17.3147,-53.2153,24.48,81,74,1.96
430,Cockburn Town,TC,2023-03-09 21:04:13,21.4612,-71.1419,23.6,60,55,7.53
431,Jerome,US,2023-03-09 21:04:13,42.7241,-114.5186,5.94,74,0,9.26
432,Itaueira,BR,2023-03-09 21:04:13,-7.6033,-43.0256,30.47,43,73,2.08
433,Oussouye,SN,2023-03-09 21:04:13,12.485,-16.5469,24.57,52,1,3.26
434,Hemet,US,2023-03-09 21:04:14,33.7475,-116.972,22.51,26,41,2.24
435,Clovis,US,2023-03-09 21:00:29,36.8252,-119.7029,16.93,54,100,5.14
436,Iqaluit,CA,2023-03-09 21:04:14,63.7506,-68.5145,-13.15,78,0,11.32
437,Maralal,KE,2023-03-09 21:04:14,1.0968,36.698,16.21,73,52,2.56
438,Graaff-Reinet,ZA,2023-03-09 21:04:14,-32.2522,24.5308,16.07,77,0,2.25
439,Malbork,PL,2023-03-09 21:00:01,54.0359,19.0266,2.24,70,100,3.18
440,Tiarei,PF,2023-03-09 21:04:14,-17.5333,-149.3333,30.01,80,66,5.92
441,Behshahr,IR,2023-03-09 21:04:14,36.6923,53.5526,11.67,87,100,2.6
442,Walvis Bay,NA,2023-03-09 21:04:14,-22.9575,14.5053,16.72,72,0,7.96
443,Nidzica,PL,2023-03-09 21:04:15,53.3605,20.4275,-0.68,57,100,2.8
444,Kimbe,PG,2023-03-09 21:04:15,-5.5502,150.1429,25.01,91,100,0.56
445,Mogadishu,SO,2023-03-09 21:00:40,2.0371,45.3438,25.85,87,59,8.44
446,Taunggyi,MM,2023-03-09 21:04:15,20.7833,97.0333,15.46,37,70,0.84
447,Rosario,AR,2023-03-09 21:03:32,-32.9468,-60.6393,37.75,21,0,0.89
448,Māngrol,IN,2023-03-09 21:04:15,21.1167,70.1167,25.01,38,0,3.93
449,Qurayyat,SA,2023-03-09 21:04:15,31.3318,37.3428,12.62,62,0,3.82
450,Grand Gaube,MU,2023-03-09 21:04:16,-20.0064,57.6608,25.77,89,100,0.45
451,Chegdomyn,RU,2023-03-09 21:00:21,51.1167,133.0167,-17.82,96,50,1.09
452,Glace Bay,CA,2023-03-09 21:04:16,46.1969,-59.957,1.82,76,23,6.71
453,Adrar,MR,2023-03-09 21:04:17,20.5022,-10.0711,25.83,10,0,5.01
454,Nome,US,2023-03-09 21:04:17,64.5011,-165.4064,-14.91,99,40,0.0
455,Brufut,GM,2023-03-09 21:04:17,13.3814,-16.7518,28.05,36,0,3.09
456,Thornton,US,2023-03-09 21:01:56,39.868,-104.9719,13.64,18,0,6.17
457,Araouane,ML,2023-03-09 21:04:17,18.9048,-3.5265,26.95,6,0,3.97
458,Acapulco de Juárez,MX,2023-03-09 21:03:52,16.8634,-99.8901,28.9,61,20,4.12
459,Wahiawā,US,2023-03-09 21:04:17,21.5028,-158.0236,24.18,60,75,4.63
460,Dalvik,IS,2023-03-09 21:03:01,65.9702,-18.5286,-7.46,74,100,9.87
461,Mayumba,GA,2023-03-09 21:04:18,-3.432,10.6554,25.25,90,96,0.38
462,Aswān,EG,2023-03-09 20:58:14,24.0934,32.907,21.39,21,0,2.64
463,Dhidhdhoo,MV,2023-03-09 21:04:18,6.8833,73.1,27.1,77,25,3.48
464,Healdsburg,US,2023-03-09 21:01:00,38.6105,-122.8692,8.98,84,100,3.09
465,Dukat,RU,2023-03-09 21:04:18,62.55,155.55,-24.97,74,0,3.41
466,Ashland,US,2023-03-09 21:04:18,40.8167,-82.2665,9.3,65,34,4.05
467,Mayskiy,RU,2023-03-09 21:04:18,47.6931,40.1025,8.67,89,16,3.4
468,Grajaú,BR,2023-03-09 21:04:18,-5.8194,-46.1386,26.79,80,98,1.62
469,Umluj,SA,2023-03-09 21:04:18,25.0213,37.2685,20.25,48,0,5.0
470,Diego de Almagro,CL,2023-03-09 21:04:19,-26.3667,-70.05,26.37,35,0,6.52
471,Saint-Pierre,RE,2023-03-09 21:04:19,-21.3393,55.4781,24.76,94,75,5.14
472,Olinda,BR,2023-03-09 20:59:40,-8.0089,-34.8553,28.85,61,75,5.14
473,Adolfo López Mateos,MX,2023-03-09 21:04:19,28.4667,-107.3,22.74,19,100,8.38
474,Road Town,VG,2023-03-09 21:04:19,18.4167,-64.6167,27.05,65,40,4.12
475,Kamina,CD,2023-03-09 21:04:19,-8.7386,24.9906,18.48,93,100,0.72
476,Sansepolcro,IT,2023-03-09 21:04:19,43.5747,12.143,14.38,75,100,2.65
477,Gomel,BY,2023-03-09 21:04:19,52.4345,30.9754,-1.63,92,100,4.44
478,Valleyview,CA,2023-03-09 21:04:19,55.0667,-117.2859,-9.12,74,100,4.92
479,Udachny,RU,2023-03-09 21:04:20,66.4167,112.4,-16.9,97,100,2.99
480,Lodwar,KE,2023-03-09 21:04:20,3.1191,35.5973,30.53,38,4,3.73
481,Necochea,AR,2023-03-09 21:00:47,-38.5473,-58.7368,23.06,56,100,5.15
482,Palembang,ID,2023-03-09 21:02:51,-2.9167,104.7458,24.05,100,40,0.0
483,Makakilo City,US,2023-03-09 21:04:20,21.3469,-158.0858,25.18,55,75,7.2
484,Kasongo,CD,2023-03-09 21:04:20,-4.45,26.6667,20.64,94,98,1.15
485,Noumea,NC,2023-03-09 21:00:41,-22.2763,166.4572,27.22,99,9,2.71
486,Babu,CN,2023-03-09 21:04:21,24.4167,111.5167,19.8,58,15,1.06
487,Senanga,ZM,2023-03-09 21:04:21,-16.1167,23.2667,20.36,91,100,0.44
488,Mandalgovi,MN,2023-03-09 21:04:21,45.7625,106.2708,-7.12,56,12,12.11
489,Parintins,BR,2023-03-09 21:04:21,-2.6283,-56.7358,28.38,79,92,0.86
490,Wanning,CN,2023-03-09 21:04:21,18.8003,110.3967,18.08,85,5,1.38
491,Methóni,GR,2023-03-09 21:01:23,36.8197,21.7049,14.56,86,73,2.64
492,Karratha,AU,2023-03-09 21:04:21,-20.7377,116.8463,29.28,62,58,2.14
493,Samarai,PG,2023-03-09 21:04:21,-10.6167,150.6667,27.7,76,39,2.64
494,Nagtipunan,PH,2023-03-09 21:04:22,16.2167,121.6,19.85,98,81,1.15
495,Fuerte Olimpo,PY,2023-03-09 21:04:22,-21.0415,-57.8738,28.28,77,53,2.88
496,Lucapa,AO,2023-03-09 21:04:22,-8.4192,20.7447,19.71,94,90,0.43
497,Palauig,PH,2023-03-09 21:04:22,15.435,119.9045,23.25,75,1,2.35
498,Krutinka,RU,2023-03-09 21:04:22,56.0055,71.5113,-4.68,80,100,7.32
499,Mozarlândia,BR,2023-03-09 21:04:23,-14.7447,-50.5706,24.55,87,100,2.32
500,Evensk,RU,2023-03-09 21:04:24,61.95,159.2333,-24.48,94,49,2.39
501,Boende,CD,2023-03-09 21:04:24,-0.2167,20.8667,21.64,97,100,0.45
502,Rosário do Sul,BR,2023-03-09 21:04:24,-30.2583,-54.9142,34.48,29,0,2.95
503,Tokmak,UA,2023-03-09 21:04:24,47.2514,35.7058,9.11,74,10,5.0
504,Yining,CN,2023-03-09 21:04:24,29.0361,114.5636,14.09,80,56,0.91
505,Flin Flon,CA,2023-03-09 21:04:24,54.7682,-101.865,-10.36,80,100,2.71
506,Loukhi,RU,2023-03-09 21:04:24,66.0764,33.0381,-11.41,87,97,3.96
507,Candelaria,PH,2023-03-09 21:04:24,13.9311,121.4233,20.64,94,6,2.06
508,Lerwick,GB,2023-03-09 21:04:25,60.1545,-1.1494,-1.0,62,73,3.62
509,Ooty,IN,2023-03-09 21:04:25,11.4,76.7,8.49,76,88,0.55
510,Auki,SB,2023-03-09 21:04:25,-8.7676,160.7034,24.33,93,100,0.93
511,Dicabisagan,PH,2023-03-09 21:04:25,17.0818,122.4157,22.16,89,98,3.71
512,Mehamn,NO,2023-03-09 21:04:25,71.0357,27.8492,-7.05,87,100,3.3
513,Rawlins,US,2023-03-09 21:04:25,41.7911,-107.2387,-4.06,58,0,7.2
514,Gold Coast,AU,2023-03-09 21:04:25,-28.0,153.4333,24.46,88,94,3.09
515,Pandan,PH,2023-03-09 21:04:26,14.0453,124.1694,23.77,84,46,5.56
516,Thunder Bay,CA,2023-03-09 21:04:26,48.4001,-89.3168,-3.12,79,100,3.15
517,Penzance,GB,2023-03-09 21:03:38,50.1186,-5.5371,10.38,92,96,13.39
518,Koungou,YT,2023-03-09 21:04:26,-12.7336,45.2042,26.84,78,75,1.54
519,Jiuquan,CN,2023-03-09 21:00:30,39.7432,98.5174,3.42,48,0,2.74
520,Sisimiut,GL,2023-03-09 21:04:26,66.9395,-53.6735,-12.36,84,3,4.08
521,Manono,CD,2023-03-09 21:04:26,-7.3,27.4167,21.51,90,94,0.62
522,Saint-Gabriel,CA,2023-03-09 21:02:17,46.3001,-73.3824,0.79,87,100,2.43
523,Baghdad,IQ,2023-03-09 20:57:05,33.3406,44.4009,15.95,63,0,1.54
524,Jalu,LY,2023-03-09 21:04:26,29.0331,21.5482,17.48,45,0,1.8
